DISCIPL,COMMONNAME,LEGALNAME,ADSTREET,ADSTATE,ADZIP5,PHONE,WEBURL,REVENUE15,LONGITUDE,LATITUDE,GSTREET
ART,FRENCH ART COLONY,FRENCH ART COLONY,530 1ST AVE,OH,45631,7404463834,HTTP://WWW.FRENCHARTCOLONY.ORG,141138,-82.2295,38.81672,PO BOX 472
HST,MCKINLEY MEMORIAL LIBRARY,FRIENDS OF THE MCKINLEY MEMORIAL LIBRARY AND MUSEUM,PO BOX 243,OH,44446,3306524273,HTTP://WWW.MCKINLEY.LIB.OH.US,0,-80.76527,41.18085,40 N MAIN ST
SCI,GRAY HISTORY OF WIRELESS MUSEUM,GRAY HISTORY OF WIRELESS MUSEUM INC,1223 CENTRAL PKWY,OH,45214, , ,0,-84.56935,39.32436,40 DOW CT
HST,CHAMPAIGN AVIATION MUSEUM,CHAMPAIGN AVIATION MUSEUM,PO BOX 1468,OH,43078,9375624710, ,131908,-83.74861,40.12906,1652 N MAIN STREET
HST,ROBBINS HUNTER MUSEUM RESTORATION AND PRESERVATION CORPORATION,ROBBINS HUNTER MUSEUM RESTORATION AND PRESERVATION CORPO,221 BROADWAY E,OH,43023,7405870430, ,110278,-82.53058,40.06649,PO BOX 183
ART,BLAIR MUSEUM OF LITHOPANES,FRIENDS OF THE BLAIR MUSEUM INC,5403 ELMER DR,OH,43615,4192451356,HTTP://LITHOPHANEMUSEUM.ORG,13008,-83.66896,41.66919,5403 ELMER DR
HST,MUSEUM OF CERAMICS,MUSEUM OF CERAMICS FOUNDATION,PO BOX 60,OH,43920,3303866001,HTTP://WWW.THEMUSEUMOFCERAMICS.ORG,85894,-80.57696,40.61847,400 EAST FIFTH STREET
ART,ENCHANTED MOMENT DOLL MUSEUM - GALLERY,ENCHANTED MOMENT DOLL MUSEUM - GALLERY INC,174 JEFFERSON ST,OH,44883,4194430038, , ,-83.17452,41.11149,174 JEFFERSON ST
SCI,ASHTABULA MARITIME & SURFACE TRANSPORTATION MUSEUM,ASHTABULA MARITIME & SURFACE TRANSPORTATION MUSEUM INC,PO BOX 1546,OH,44005,4409646847,HTTP://WWW.ASHTABULAMARINEMUSEUM.ORG/,0,-80.80038,41.90118,1071 WALNUT BLVD
HST,FINNISH AMERICAN HERITAGE ASSOCIATION,FINNISH AMERICAN HERITAGE ASSOCIATION INC,6303 LAKE ROAD WEST 29,OH,44004,4409645790,HTTP://WWW.FAHA-ASHTABULA.ORG,0,-80.79851,41.89768,1330 W 8TH ST
HST,VETERANS MUSEUM MIAMI VALLEY,VETERANS MUSEUM MIAMI VALLEY,PO BOX 154,OH,45373,9373328852, ,0,-84.20513,40.04048,107 W MAIN STREET
CMU,LITTLE BUCKEYE CHILDREN'S MUSEUM,LITTLE BUCKEYE CHILDRENS MUSEUM,44 W 4TH ST,OH,44902,4195222332, ,167689,-82.51741,40.76117,44 W 4TH ST
ART,MUSEUM OF HISPANIC AND LATINO CULTURES,MUSEUM OF HISPANIC AND LATINO CULTURES INC,PO BOX 768,OH,44052, , ,4623,-82.16739,41.45496,PO BOX 768
HST,AIR FORCE RADAR MUSEUM,AIR FORCE RADAR MUSEUM ASSOCIATION INC,9976 STOUDERTOWN RD NW,OH,43105, ,HTTP://WWW.AFRMAONLINE.ORG/, ,-82.68987,39.87523,9976 STOUDERTOWN RD NW
HST,DAYTON PEACE MUSEUM,DAYTON PEACE MUSEUM,208 W MONUMENT AVE,OH,45402,9372273223,HTTP://WWW.DAYTONPEACEMUSEUM.ORG,80317,-84.19666,39.76302,208 W MONUMENT AVE
ART,DAYTON ART INSTITUTE,DAYTON ART INSTITUTE,456 BELMONTE PARK N,OH,45405,9372235277,HTTP://DAYTONARTINSTITUTE.ORG/,6201966,-84.20244,39.7658,456 BELMONTE PARK N
NAT,CINCINNATI MUSEUM OF NATURAL HISTORY,CINCINNATI MUSEUM OF NATURAL HISTORY,1301 WESTERN AVE,OH,45203,5132877000,HTTPS://WWW.CINCYMUSEUM.ORG/, ,-84.53236,39.1088,1301 WESTERN AVE
NAT,BOONSHOFT MUSEUM OF DISCOVERY,DAYTON SOCIETY OF NATURAL HISTORY DAYTON MUSEUM OF NATURAL,2600 DEWEESE PKWY,OH,45414,9372757431,HTTP://WWW.BOONSHOFTMUSEUM.ORG,4297470,-84.20327,39.78851,2600 DEWEESE PKWY
ART,CONTEMPORARY ARTS CENTER,CONTEMPORARY ARTS CENTER,44 E 6TH ST,OH,45202,5133458400,HTTPS://CONTEMPORARYARTSCENTER.ORG/,4061705,-84.51259,39.10264,44 E 6TH ST
BOT,JAMES M COX JR ARBORETUM,JAMES M COX JR ARBORETUM FOUNDATION,6733 SPRINGBORO PIKE,OH,45449,9374349005,HTTP://WWW.COXARBORETUMFOUNDATION.ORG/,322063,-84.22357,39.65526,6733 SPRINGBORO PIKE
BOT,BRUKNER NATURE CENTER,BRUKNER NATURE CENTER,5995 HORSESHOE BEND RD,OH,45373,9376986493,HTTP://WWW.BRUKNERNATURECENTER.COM,548283,-84.31562,40.00875,5995 HORSESHOE BEND RD
ART,ZANESVILLE MUSEUM OF ART,ZANESVILLE MUSEUM OF ART,620 MILITARY ROAD,OH,43701,7404520741, ,784053,-82.00894,39.97889,620 MILITARY RD
HST,RIPLEY MUSEUM,RIPLEY HERITAGE INC,PO BOX 176,OH,45167,9373924660,HTTP://WWW.OHIOLHA.ORG,49935,-83.84711,38.74847,219 NORTH 2ND ST
HST,CAESARS CREEK PIONEER VILLAGE,CAESARS CREEK PIONEER VILLAGE INC,PO BOX 652,OH,45068,5138971120,HTTP://WWW.CAESARSCREEKPIONEERVILLAGE.ORG/,0,-84.03534,39.48424,3999 PIONEER VILLAGE ROAD
HST,INTERNATIONAL WOMENS AIR AND SPACE MUSEUM,INTERNATIONAL WOMENS AIR AND SPACE MUSEUM INC,1501 N MARGINAL RD STE 165,OH,44114, ,HTTP://WWW.IWASM.ORG,104482,-81.68626,41.51354,1501 N MARGINAL RD STE 1
HST,STUARTS OPERA HOUSE,STUARTS OPERA HOUSE INC,PO BOX 217,OH,45764,7407531924,HTTP://WWW.STUARTSOPERAHOUSE.ORG,1113908,-82.23257,39.45094,PO BOX 217
ART,SOUTHERN OHIO MUSEUM CORPORATION,SOUTHERN OHIO MUSEUM CORPORATION,PO BOX 990,OH,45662,7403545629,HTTP://WWW.SOMACC.COM,420494,-82.99501,38.73431,825 GALLIA ST
BOT,BULLS RUN ARBORETUM,BULLS RUN ARBORETUM,PO BOX 425,OH,45042,5134225063,HTTP://BULLSRUN.ORG/,0,-84.36233,39.51405,3909 ROSEDALE RD
HST,MID-OHIO HISTORICAL MUSEUM,MID-OHIO HISTORICAL MUSEUM INC,PO BOX 82,OH,43110,6148375573,HTTP://WWW.DOLLMUSEUMOHIO.ORG,33875,-82.82232,39.85712,700 WINCHESTER PIKE
HST,HARDIN COUNTY HISTORICAL MUSEUMS,HARDIN COUNTY HISTORICAL MUSEUMS,223 N MAIN ST,OH,43326,4196737147, ,18680,-83.60793,40.64987,223 N MAIN ST
ZAW,INTERNATIONAL CENTER FOR THE PRESERVATION OF WILD ANIMALS,INTERNATIONAL CENTER FOR THE PRESERVATION OF WILD ANIMALS,14000 INTERNATIONAL ROAD,OH,43732,3906585531,HTTP://WWW.ICCROM.ORG,4752078,-83.10565,40.16385,9990 RIVERSIDE DR
BOT,INNISWOOD METRO GARDENS,INNISWOOD GARDEN SOCIETY,940 S HEMPSTEAD RD,OH,43081,6148956216,HTTP://WWW.INNISWOOD.ORG/,0,-82.90274,40.10119,940 S HEMPSTEAD RD
HST,OHIO TOBACCO MUSEUM,OHIO TOBACCO MUSEUM INC,PO BOX 61,OH,45167,9373929410, ,0,-83.84018,38.73697,703 SOUTH 2ND STREET
ZAW,OHIO WILDLIFE CENTER,OHIO WILDLIFE CENTER,2661 BILLINGSLEY ROAD,OH,43065,6147939453,HTTP://WWW.OHIOWILDLIFECENTER.ORG,868793,-83.1453,40.17669,6131 COOK RD
HST,MOTTS MILITARY MUSEUM,MOTTS MILITARY MUSEUM INC,5075 S HAMILTON RD,OH,43125,6148361500,HTTP://WWW.MOTTSMILITARYMUSEUM.ORG,226331,-82.88611,39.86076,5075 S HAMILTON RD
SCI,GREAT LAKES SCIENCE CENTER,GREAT LAKES MUSEUM OF SCIENCE ENVIRONMENT AND TECHNOLOGY,601 ERIESIDE AVE,OH,44114,2166942000,HTTP://WWW.WGMATHER.ORG,9257734,-81.69721,41.50736,601 ERIESIDE AVE
CMU,CHILDREN'S TOY AND DOLL MUSEUM,CHILDRENS TOY AND DOLL MUSEUM,PO BOX 4034,OH,45750,7403735900, ,0,-81.44375,39.41724,PO BOX 4034
CMU,CHILDREN'S MUSEUM,CHILDRENS MUSEUM,700 W PETE ROSE WAY,OH,45203,5134215437, , ,-84.52489,39.09532,700 W PETE ROSE WAY
BOT,WOODLAND ARBORETUM,WOODLAND ARBORETUM FOUNDATION,118 WOODLAND AVE,OH,45409,9372221431,HTTP://WWW.WOODLANDCEMETERY.ORG,13694,-84.17816,39.74283,118 WOODLAND AVE
ART,DAYTON VISUAL ARTS CENTER,DAYTON VISUAL ARTS CENTER,40 W 4TH ST,OH,45402,9372243822, ,207929,-84.1904,39.76154,118 N JEFFERSON ST
SCI,TOLEDO SCIENCE CENTER,TOLEDO SCIENCE CENTER,1 DISCOVERY WAY,OH,43604,4192442674,HTTP://IMAGINATIONSTATIONTOLEDO.ORG/,3621822,-83.53301,41.65409,1 DISCOVERY WAY
HST,OVERFIELD TAVERN MUSEUM,OVERFIELD TAVERN MUSEUM,327 S MARKET ST,OH,45373, ,HTTP://OVERFIELDTAVERNMUSEUM.COM,0,-84.20566,40.03631,327 S MARKET ST
SCI,CENTER OF SCIENCE AND INDUSTRY,CENTER OF SCIENCE AND INDUSTRY,333 W BROAD ST,OH,43215,6142282674, , ,-82.99069,39.96326,333 W BROAD ST
HST,HISTORICAL AIRCRAFT SQUADRON MUSEUM,HISTORICAL AIRCRAFT SQUADRON INC,3266 OLD COLUMBUS RD NW,OH,43112, , ,22601,-82.66118,39.75049,3266 OLD COLUMBUS RD NW
HST,NATIONAL UNDERGROUND RAILROAD FREEDOM CENTER,NATIONAL UNDERGROUND RAILROAD FREEDOM CENTER INC,50 E FREEDOM WAY,OH,45202,5133337739,HTTP://FREEDOMCENTER.ORG/,7791905,-84.51553,39.09765,50 E FREEDOM WAY
ART,PYRAMID HILL SCULPTURE PARK AND MUSEUM,PYRAMID HILL SCULPTURE PARK AND MUSEUM,1763 HAMILTON CLEVES RD,OH,45013,5138688336,HTTP://WWW.PYRAMIDHILL.ORG,1254219,-84.57585,39.37719,1763 HAMILTON CLEVES RD
ZAW,COLUMBUS AQUARIUM,COLUMBUS AQUARIUM FISH ENTHUSIASTS,1038 WILLOW CREK DR,OH,43064, ,HTTP://WWW.COLUMBUSFISHCLUB.ORG, ,-83.27393,40.1,1038 WILLOW CREK DR
HST,TROY HALL OF FAME,TROY HALL OF FAME INC,405 PUBLIC SQUARE,OH,45373,9373359584, ,0,-84.20324,40.03976,405 PUBLIC SQUARE
HST,LUCY HAYES HERITAGE CENTER,FRIENDS OF THE LUCY HAYES HERITAGE CENTER,PO 1798,OH,45601,7407751780, ,0,-83.0031,39.33419,PO BOX 1790
HST,CINCINNATI FISHER HOUSE,FRIENDS OF CINCINNATI FISHER HOUSE,2802 SADDLEBACK DRIVE,OH,45244,5133819200,HTTP://WWW.FISHERHOUSECINCY.ORG/,11379,-84.61916,39.08485,192 PALISADES PT
ART,DECORATIVE ARTS CENTER OF OHIO,DECORATIVE ARTS CENTER OF OHIO,145 EAST MAIN STREET,OH,43130,7406811423,HTTP://WWW.DECARTSOHIO.ORG,431547,-82.60048,39.71406,145 E MAIN ST
HST,AMERICAN SIGN MUSEUM,AMERICAN SIGN MUSEUM,11262 CORNELL PARK DR,OH,45242,5135416366,HTTP://WWW.SIGNMUSEUM.ORG,477914,-84.53946,39.14338,1330 MONMOUTH AVENUE
HST,JOHN GEE BLACK HISTORICAL CENTER,JOHN GEE BLACK HISTORICAL CENTER,48 PINE STREET,OH,45631,7404462698, ,0,-82.19748,38.81375,48 PINE ST
SCI,CINCINNATI OBSERVATORY CENTER,CINCINNATI OBSERVATORY CENTER,3489 OBSERVATORY PL,OH,45208,5133215186,HTTP://WWW.CINCINNATIOBSERVATORY.ORG,357756,-84.4228,39.1379,3489 OBSERVATORY PL
HST,MOUND SCIENCE AND ENERGY MUSEUM,MOUND SCIENCE AND ENERGY MUSEUM,1075 MOUND RD,OH,45342,9373534457, ,12671,-84.2898,39.63638,107 MOUND AVE
HST,MUSEUM AT THE FRIENDS HOME,WAYNESVILLE AREA HERITAGE & CULTURAL CENTER AT THE FRIENDS,PO BOX 12,OH,45068,5138971607,HTTP://WWW.FRIENDSHOMEMUSEUM.ORG/INDEX.HTML,42873,-84.1329,39.55893,115 S 4TH ST
SCI,ISPACE,ISPACE INC,3254 E KEMPER RD,OH,45241, , ,429258,-84.40904,39.28318,3254 E KEMPER RD
BOT,MEDICINE WOODS NATURE CENTER,MEDICINE WOODS NATURE CENTER,1229 TREEHAVEN LANE,OH,43204,6142725909,HTTP://WWW.MEDICINEWOODS.ORG/,0,-83.08797,39.93063,1229 TREEHAVEN LN
ART,COLUMBUS MUSEUM OF ART,COLUMBUS MUSEUM OF ART,480 E BROAD ST,OH,43215,6142216801,HTTP://WWW.COLUMBUSMUSEUM.ORG,4070210,-82.98796,39.96435,480 E BROAD ST
BOT,DAWES ARBORETUM,DAWES ARBORETUM,7770 JACKSONTOWN RD,OH,43056,7403232355,HTTPS://DAWESARB.ORG/, ,-82.40805,39.97826,7770 JACKSONTOWN RD
ZAW,COLUMBUS ZOO AND AQUARIUM,COLUMBUS ZOOLOGICAL PARK ASSOCIATION,PO BOX 400,OH,43065,6146453400,HTTPS://COLUMBUSZOO.ORG/,65811774,-83.10565,40.16385,9990 RIVERSIDE DR
SCI,OHIO ACADEMY OF SCIENCE,OHIO ACADEMY OF SCIENCE,1500 W 3RD AVE STE 228,OH,43212,6144882228,HTTP://WWW.OHIOSCI.ORG,1873154,-83.04562,39.98544,1500 W 3RD AVE STE 228
ART,SPRINGFIELD MUSEUM OF ART,SPRINGFIELD MUSEUM OF ART,107 CLIFF PARK RD,OH,45504,9373254673,HTTP://WWW.SPRINGFIELDART.MUSEUM/,457223,-83.81194,39.92949,107 CLIFF PARK RD
ART,MIDDLETOWN FINE ARTS CENTER,MIDDLETOWN FINE ARTS CENTER,PO BOX 441,OH,45042,5134242417,HTTP://WWW.MIDDLETOWNARTSCENTER.COM/,503839,-84.40105,39.51777,130 N VERITY PKWY
HST,OHIO RAILWAY MUSEUM,OHIO RAILWAY MUSEUM,990 PROPRIETORS RD,OH,43085,6148857345,HTTP://WWW.OHIORAILWAYMUSEUM.ORG,22858,-83.00352,40.09307,990 PROPRIETORS RD
HST,FAIRFIELD HERITAGE ASSOCIATION,FAIRFIELD HERITAGE ASSOCIATION INC,105 E WHEELING ST,OH,43130,7406549923,HTTP://WWW.THEGEORGIANMUSEUM.ORG,239275,-82.59947,39.71524,105 E WHEELING ST
BOT,CINCINNATI NATURE CENTER,CINCINNATI NATURE CENTER ASSOCIATION,4949 TEALTOWN RD,OH,45150,5138311711,HTTP://WWW.CINCYNATURE.ORG,6326674,-84.24526,39.13086,4949 TEALTOWN RD
HST,OHIO GLASS MUSEUM,OHIO GLASS MUSEUM,PO BOX 794,OH,43130,7406870101,HTTP://WWW.OHIOGLASSMUSEUM.ORG,153333,-82.60294,39.7134,124 W MAIN ST
BOT,CLEVELAND BOTANICAL GARDEN,CLEVELAND BOTANICAL GARDEN,11030 EAST BLVD,OH,44106,2167211600,HTTP://WWW.CBGARDEN.ORG,5627851,-81.61234,41.50964,11030 EAST BLVD
NAT,CLEVELAND MUSEUM OF NATURAL HISTORY,CLEVELAND MUSEUM OF NATURAL HISTORY,1 WADE OVAL DR,OH,44106,2162314600,HTTPS://WWW.CMNH.ORG/,13829109,-81.61175,41.51274,1 WADE OVAL DR
ART,CANTON MUSEUM OF ART,CANTON MUSEUM OF ART,1001 MARKET AVE N,OH,44702,3304537666, ,1293683,-81.3724,40.80723,1001 MARKET AVE N
BOT,HOLDEN ARBORETUM,HOLDEN ARBORETUM,9500 SPERRY RD,OH,44094,4409464400,HTTP://WWW.HOLDENARB.ORG/HOME/,9581604,-81.29837,41.61551,9500 SPERRY RD
ART,AKRON ART MUSEUM,AKRON ART MUSEUM,70 EAST MARKET STREET,OH,44308,3303769185,HTTPS://WWW.AKRONARTMUSEUM.ORG/,3315544,-81.51552,41.08477,1 SOUTH HIGH
BOT,GARDENVIEW HORTICULTURAL PARK,GARDENVIEW HORTICULTURAL PARK INC,17611 PEARL RD,OH,44136,4402386653, ,39938,-81.83168,41.29619,16711 PEARL RD
BOT,WILDERNESS CENTER,WILDERNESS CENTER INC,PO BOX 202,OH,44689,3303595235,HTTP://WWW.WILDERNESSCENTER.ORG/,4275289,-81.64548,40.65145,9877 ALABAMA AVE S W
ART,TRUMBULL ART GALLERY,TRUMBULL ART GALLERY,PO BOX 888,OH,44482,3303954876,HTTP://WWW.TRUMBULLARTGALLERY.COM/WEBSITE_PROBLEM.ASP?P=2&DOMAIN=WWW.WWW.TRUMBULLARTGALLERY.COM,121366,-80.81792,41.23687,158 N PARK AVE
ART,CLEVELAND CENTER FOR CONTEMPORARY ART,MUSEUM OF CONTEMPORARY ART CLEVELAND,11400 EUCLID AVE,OH,44106,2164218671,HTTP://WWW.MOCACLEVELAND.ORG/,4143302,-81.60457,41.50905,11400 EUCLID AVE
CMU,CHILDREN'S MUSEUM OF CLEVELAND,THE CHILDRENS MUSEUM OF CLEVELAND,10730 EUCLID AVE,OH,44106,2167917114,HTTP://WWW.CLEVELANDCHILDRENSMUSEUM.ORG,1105585,-81.61159,41.50305,10730 EUCLID AVE
HST,AMISH & MENNONITE HERITAGE CENTER,AMISH & MENNONITE HERITAGE CENTER,PO BOX 324,OH,44610,3308933192,HTTP://BEHALT.COM/,305274,-81.80913,40.55859,5798 COUNTY ROAD 77
BOT,GORMAN NATURE CENTER,FRIENDS OF THE GORMAN NATURE CENTER INC,2295 LEXINGTON AVE,OH,44907,4198843764,HTTP://GORMANNATURECENTER.ORG,0,-82.556,40.7033,2295 LEXINGTON AVE
BOT,LAKE ERIE ISLANDS NATURE AND WILDLIFE CENTER,LAKE ERIE ISLANDS HISTORICAL SOCIETY,PO BOX 25,OH,43456,4192852804,HTTP://WWW.LEIHS.ORG,125858,-82.81696,41.64807,25 TOWN HALL PLACE
HST,HANCOCK HISTORICAL MUSEUM,HANCOCK HISTORICAL MUSEUM FOUNDATION,510 S MAIN ST,OH,45840,4194234433, ,588848,-83.65026,41.036,510 S MAIN ST
SCI,INVENT NOW,INVENT NOW INC,3701 HIGHLAND PARK NW,OH,44720, , ,17437748,-81.41333,40.91742,3701 HIGHLAND PARK NW
HST,RICHLAND COUNTY MUSEUM ASSOCIATION,RICHLAND COUNTY MUSEUM ASSOCIATION INC,51 W CHURCH STREET,OH,44904,4198842230,HTTP://RICHLANDCOUNTYMUSEUM.ORG, ,-82.58521,40.67784,51 CHURCH ST W
HST,PACKARD MUSEUM ASSOCIATION,PACKARD MUSEUM ASSOCIATION,1899 MAHONING AVE NW,OH,44483, ,HTTP://WWW.PACKARDMUSEUM.ORG,208862,-80.83047,41.25315,1899 MAHONING AVE NW
SCI,LAKE ERIE NATURE AND SCIENCE CENTER,LAKE ERIE JUNIOR NATURE & SCIENCE CENTER,28728 WOLF RD,OH,44140,4408712900,HTTP://WWW.LENSC.ORG,1921571,-81.93794,41.48523,28728 WOLF RD
HST,MAPS MUSEUM,MILITARY AVIATION PRESERVATION SOCIETY,2260 INTERNATIONAL PA,OH,44720,3308966332,HTTP://MAPSAIRMUSEUM.ORG/,451712,-81.45919,40.91425,2260 INTERNATIONAL PKWY
HST,FRANKLIN MUSEUM OF NEW ATHENS,FRANKLIN MUSEUM OF NEW ATHENS INC,PO BOX 67,OH,43981,7409681042, ,0,-80.99595,40.18118,PO BOX 67
HST,FIRELANDS MUSEUM OF MILITARY HISTORY,FIRELANDS MUSEUM OF MILITARY HISTORY,4573 REGAL DRIVE,OH,44321, ,HTTP://WWW.FIRELANDSMUSEUM.ORG/HISTORY/,0,-81.68464,41.12555,4573 REGAL DR
ART,ROMANIAN ETHNIC ART MUSEUM,ROMANIAN ETHNIC ART MUSEUM,3256 WARREN ROAD,OH,44111,2169415550,HTTP://WWW.SMROC.ORG,0,-81.80165,41.46416,3256 WARREN RD
HST,UNITED STATES AVIATION MUSEUM,UNITED STATES AVIATION MUSEUM,4477 MACKALL RD,OH,44121,2165014505, ,0,-81.51829,41.50375,4477 MACKALL RD
NAT,CANTON CLASSIC CAR MUSEUM,CANTON CLASSIC CAR MUSEUM,612 MARKET AVE S,OH,44702,3304553603,HTTP://WWW.CANTONCLASSICCAR.ORG, ,-81.3752,40.7998,123 6TH ST SW
HST,OHIO STATE REFORMATORY,MANSFIELD REFORMATORY PRESERVATION SOCIETY INC,100 REFORMATORY RD,OH,44905,4195222644,HTTP://WWW.MRPS.ORG/,1460125,-82.5032,40.78224,100 REFORMATORY RD
HST,UNDERGROUND RAILROAD MUSEUM,UNDERGROUND RAILROAD MUSEUM INC,71056 MORRISTOWN FLUSHING RD,OH,43977,7409682080,HTTP://WWW.UGRRF.ORG/,0,-81.12162,40.15836,121 HIGH ST
HST,HENN MANSION,FRIENDS OF HENN MANSION INC,23131 LAKE SHORE BLVD,OH,44123,2167315060,HTTP://WWW.HENNMANSION.ORG/,89046,-81.52141,41.6153,23131 LAKE SHORE BLVD
SCI,TRUMBULL COUNTY ANTIQUE STEAM & POWER ASSOCIATION,TRUMBULL COUNTY ANTIQUE STEAM & POWER ASSOC,7639 STATE ROUTE 46,OH,44410, , ,23701,-80.7269,41.3282,PO BOX 722
ART,INTERNATIONAL CENTER FOR ENVIRONMENTAL ARTS,INTERNATIONAL CENTER FOR ENVIRONMENTAL ARTS,519 KAREN DR,OH,44017,4408918376, ,10338,-81.86235,41.38045,519 KAREN DR
ZAW,CLEVELAND AQUARIUM,CLEVELAND AQUARIUM INC,3412 RIDGE PARK DR,OH,44147, , ,4625,-81.66576,41.33457,3412 RIDGE PARK DR
HST,NEFF MARINE CORPS MUSEUM,NEFF MARINE CORPS MUSEUM INC,8671 TR 251,OH,45840,4193877263,HTTP://NEFFMILITARYMUSEUM.OHIOCOUNTRYSHOPPING4U.COM/,0,-83.53566,41.02885,8761 TOWNSHIP ROAD 251
ART,TOLEDO MUSEUM OF ART,TOLEDO MUSEUM OF ART,2445 MONROE ST,OH,43620,4192558000,HTTP://WWW.TOLEDOMUSEUM.ORG,34621886,-83.55823,41.65876,2445 MONROE BOX 1013
ZAW,TOLEDO ZOO,TOLEDO ZOOLOGICAL SOCIETY,2700 BROADWAY ST,OH,43614,4193855721,HTTP://WWW.TOLEDOZOO.ORG,29283221,-83.63572,41.60394,PO BOX 140130
HST,SOLDIERS AND SAILORS MEMORIAL BUILDING,SOLDIERS AND SAILORS MEMORIAL BUILDING,34 PARK AVE W,OH,44902, , ,26951,-82.51411,40.75841,34 PARK AVE W
ART,ASHTABULA ARTS CENTER,ASHTABULA ARTS CENTER,2928 W 13TH ST,OH,44004,4409643396, ,643631,-80.82348,41.88767,2928 W 13TH ST
ART,CLEVELAND MUSEUM OF ART,CLEVELAND MUSEUM OF ART 2 GENERAL ENDOWMENT FUND TRUST,4900 TIEDEMAN RD,OH,44144,2166890969,HTTP://WWW.CLEVELANDART.ORG/,232679,-81.73524,41.43597,4900 TIDEMAN RD OH-01-49
HST,RUTHERFORD B HAYES PRESIDENTIAL CENTER,RUTHERFORD B HAYES PRESIDENTIAL CENTER,SPIEGEL GROVE,OH,43420,4193322081,HTTP://WWW.RBHAYES.ORG/HAYES/,1518421,-83.11681,41.34846,SPIEGEL GROVE
HST,MILAN HISTORICAL MUSEUM,MILAN HISTORICAL MUSEUM,PO BOX 308,OH,44846,4194992968,HTTP://MILANHISTORY.ORG/,171833,-82.60152,41.29674,10 S EDISON DRIVE
HST,DUNHAM TAVERN MUSEUM,DUNHAM TAVERN MUSEUM,6709 EUCLID AVE,OH,44103,2164311060,HTTP://DUNHAMTAVERN.ORG,157216,-81.64319,41.50521,6709 EUCLID AVE
BOT,SCHEDEL ARBORETUM & GARDENS,JOSEPH J AND MARIE P SCHEDEL FOUNDATION,19255 W PORTAGE RIVER SOUTH RD,OH,43416,4198628132,HTTP://WWW.SCHEDEL-GARDENS.ORG,422360,-83.53856,41.65457,1200 EDISON PLAZA 300 MA
HST,SPRING HILL HISTORIC HOME,SPRING HILL HISTORIC HOME INC,1401 SPRING HILL LN NE,OH,44646,3308336749,HTTP://WWW.SPRINGHILLHISTORICHOME.ORG/,45009,-81.50881,40.8125,1401 SPRING HILL LN NE
ART,ARTS IN STARK,ARTS IN STARK,900 CLEVELAND AVE NW,OH,44702,3304524096, ,2729292,-81.3724,40.80723,1001 MARKET AVE N
HST,RODNEY G KLEIN STOCK MARKET MUSEUM & LIBRARY,RODNEY G KLEIN STOCK MARKET MUSEUM & LIBRARY,22 FEDERAL AVE NE,OH,44646, , , ,-81.52297,40.79752,22 FEDERAL AVE NE
ART,MANIFEST CREATIVE RESEARCH GALLERY AND DRAWING CENTER,MANIFEST CREATIVE RESEARCH GALLERY AND DRAWING CENTER,PO BOX 6218,OH,45206,5138613638,HTTP://WWW.MANIFESTGALLERY.ORG/,246044,-84.47757,39.12854,2727 WOODBURN AVENUE
ART,KENNEDY HEIGHTS ARTS,KENNEDY HEIGHTS ART CENTER,6546 MONTGOMERY RD,OH,45213,5136314278, ,431415,-84.4152,39.188,6546 MONTGOMERY RD
HST,VERMILION NEWS PRINT SHOP MUSEUM,VERMILION NEWS PRINT SHOP MUSEUM,PO BOX 792,OH,44089,4406702822,HTTP://WWW.VERMILIONOHIO.ORG/,0,-82.36575,41.42059,727 GRAND ST
CMU,CHILDREN'S MUSEUM OF FINDLAY,CHILDRENS MUSEUM OF FINDLAY,211 GLENDALE AVE,OH,45840, , ,97160,-83.61414,41.05308,1800 TIFFIN AVE STE 201
HST,FINNISH HERITAGE MUSEUM,FINNISH HERITAGE MUSEUM,301 HIGH ST,OH,44077,4403528301,HTTP://FINNISHHERITAGEMUSEUM.ORG,0,-81.27737,41.75547,301 HIGH ST
SCI,MID-OHIO VALLEY SPORTS HALL OF FAME,MID-OHIO VALLEY SPORTS HALL OF FAME,BOX 11,OH,43717,7407325558,HTTP://WWW.MIDOHIOVALLEYSPORTSHALLOFFAME.ORG/,0,-81.55196,39.80213,PO BOX 11
HST,NORTH AMERICAN TRAP COLLECTORS MUSEUM,NORTH AMERICAN TRAP COLLECTORS MUSEUM INC,6106 BAUSCH RD,OH,43119,6148786011, , ,-83.16078,39.90479,6106 BAUSCH RD
HST,PURE CENTER [PUTNAM UNDERGROUND RAILROAD EDUCATION CENTER],THE@PURE CENTER,522 WOODLAWN AVE,OH,43701,7404503100,HTTP://WWW.PURECENTER.ORG/, ,-82.00812,39.93038,522 WOODLAWN AVE
SCI,AVIATION HERITAGE FOUNDATION,AVIATION HERITAGE FOUNDATION INC,26 S WILLIAMS ST,OH,45402,9374430165, ,622602,-84.20665,39.76036,26 SOUTH WILLIAMS ST DAYTON
HST,VETERANS MEMORIAL MUSEUM,VETERANS MEMORIAL MUSEUM FOUNDATION INC,123 SMAIN ST,OH,45327,9378554763,HTTP://VETERANSMUSEUMGERMANTOWN.ORG/,0,-84.37047,39.62348,123 SOUTH MAIN STREET
